repo,id_build,branch,commit_sha,languages,status,conclusion,created_at,updated_at,build_duration,total_builds,gh_files_added,gh_files_deleted,gh_files_modified,tests_ran,gh_lines_added,gh_lines_deleted,file_types,gh_tests_added,gh_tests_deleted,gh_test_churn,gh_src_churn,gh_pull_req_number,gh_is_pr,gh_sloc,gh_description_complexity,gh_src_files,gh_doc_files,gh_other_files,git_num_committers,gh_job_id,total_jobs,gh_first_commit_created_at,gh_team_size_last_3_month,gh_commits_on_files_touched,gh_num_pr_comments,git_merged_with,gh_test_lines_per_kloc,build_language,test_framework,tests_passed,tests_failed,tests_skipped,tests_total
thecodecrate/wordpress-plugin-export-users,9640733540,dependabot/npm_and_yarn/braces-3.0.3,5250411ea75591c493a053a68e9b10fd82100659,PHP,completed,failure,2024-06-24T06:36:05Z,2024-06-24T06:37:35Z,90.0,1,0,0,1,False,14,14,.json,0,0,0,28,0,False,7608,0,1,0,0,2,"[26585034081, 26585043367, 26585043584]",3,2024-06-24T06:36:02Z,2,0,0,,200.05257623554155,,['phpunit'],0,0,0,0
phpcfdi/credentials,5038615029,main,263de44fbefe10b6671b5062ccb323d8a21b9fee,PHP,completed,failure,2023-05-21T16:20:07Z,2024-08-04T12:22:53Z,38088166.0,68,6,0,4,False,362,13,".php, .pfx, .md, .xml",190,5,195,180,0,False,4597,0,3,2,0,4,"[13641099826, 13641099909, 13641099986, 13641100069, 13641100162, 13641100232, 13641100296, 13641100365, 13641100429]",9,2023-02-24T17:31:24Z,2,21,0,,329.1276919730259,,['phpunit'],0,0,0,0
phpcfdi/credentials,5073976553,maintenance-20230524,1b87a13c75fca3b9d5def899e44671d2670b46db,PHP,completed,success,2023-05-24T22:20:54Z,2023-05-24T22:21:29Z,35.0,68,0,0,1,False,9,0,.md,0,0,0,9,0,False,4684,0,0,1,0,4,"[13739863467, 13739863629, 13739863791, 13739863982, 13739864156, 13739864291, 13739864417, 13739864532, 13739864659]",9,2023-05-24T22:19:55Z,2,2,0,,323.0145175064048,,['phpunit'],0,0,0,0
phpcfdi/credentials,5073983039,main,f1d8fa6f39ce9d8c7a1e1c286c02c471ff7c46b9,PHP,completed,success,2023-05-24T22:21:44Z,2023-05-24T22:22:37Z,53.0,68,0,0,4,False,116,29,".php, .md, .xml",0,0,0,145,0,False,4684,0,2,2,0,4,"[13739880446, 13739880576, 13739880726, 13739880857, 13739880987, 13739881120, 13739881246, 13739881374, 13739881496]",9,2023-05-24T22:21:41Z,2,7,0,,323.0145175064048,,['phpunit'],0,0,0,0
phpcfdi/credentials,5105311998,main,f1d8fa6f39ce9d8c7a1e1c286c02c471ff7c46b9,PHP,completed,success,2023-05-28T16:19:47Z,2023-05-28T16:20:23Z,36.0,68,0,0,4,False,116,29,".php, .md, .xml",0,0,0,145,0,False,4684,0,2,2,0,4,"[13818848853, 13818848902, 13818848978, 13818849034, 13818849100, 13818849169, 13818849230, 13818849288, 13818849343]",9,2023-05-24T22:21:41Z,2,7,0,,323.0145175064048,,['phpunit'],0,0,0,0
phpcfdi/credentials,5170077573,main,f1d8fa6f39ce9d8c7a1e1c286c02c471ff7c46b9,PHP,completed,success,2023-06-04T16:20:22Z,2023-06-04T16:20:58Z,36.0,68,0,0,4,False,116,29,".php, .md, .xml",0,0,0,145,0,False,4684,0,2,2,0,4,"[13990368578, 13990368674, 13990368761, 13990368844, 13990368900, 13990368963, 13990369022, 13990369076, 13990369143]",9,2023-05-24T22:21:41Z,2,7,0,,323.0145175064048,,['phpunit'],0,0,0,0
phpcfdi/credentials,5236404750,main,f1d8fa6f39ce9d8c7a1e1c286c02c471ff7c46b9,PHP,completed,success,2023-06-11T16:20:03Z,2023-06-11T16:20:38Z,35.0,68,0,0,4,False,116,29,".php, .md, .xml",0,0,0,145,0,False,4684,0,2,2,0,4,"[14169016064, 14169016127, 14169016182, 14169016256, 14169016313, 14169016377, 14169016445, 14169016486, 14169016534]",9,2023-05-24T22:21:41Z,2,7,0,,323.0145175064048,,['phpunit'],0,0,0,0
phpcfdi/credentials,5304631253,main,f1d8fa6f39ce9d8c7a1e1c286c02c471ff7c46b9,PHP,completed,success,2023-06-18T16:21:12Z,2023-06-18T16:21:43Z,31.0,68,0,0,4,False,116,29,".php, .md, .xml",0,0,0,145,0,False,4684,0,2,2,0,4,"[14355356570, 14355356666, 14355356774, 14355356920, 14355357066, 14355357147, 14355357228, 14355357366, 14355357467]",9,2023-05-24T22:21:41Z,2,7,0,,323.0145175064048,,['phpunit'],0,0,0,0
phpcfdi/credentials,5370733958,main,f1d8fa6f39ce9d8c7a1e1c286c02c471ff7c46b9,PHP,completed,success,2023-06-25T16:23:41Z,2023-06-25T16:24:24Z,43.0,68,0,0,4,False,116,29,".php, .md, .xml",0,0,0,145,0,False,4684,0,2,2,0,4,"[14535879736, 14535879800, 14535879878, 14535879941, 14535880001, 14535880057, 14535880108, 14535880160, 14535880210]",9,2023-05-24T22:21:41Z,2,7,0,,323.0145175064048,,['phpunit'],0,0,0,0
phpcfdi/credentials,5437486083,main,f1d8fa6f39ce9d8c7a1e1c286c02c471ff7c46b9,PHP,completed,success,2023-07-02T16:22:15Z,2023-07-02T16:23:09Z,54.0,68,0,0,4,False,116,29,".php, .md, .xml",0,0,0,145,0,False,4684,0,2,2,0,4,"[14720161476, 14720161531, 14720161586, 14720161642, 14720161683, 14720161719, 14720161755, 14720161806, 14720161849]",9,2023-05-24T22:21:41Z,2,7,0,,323.0145175064048,,['phpunit'],0,0,0,0
phpcfdi/credentials,5500831758,main,f1d8fa6f39ce9d8c7a1e1c286c02c471ff7c46b9,PHP,completed,success,2023-07-09T16:22:36Z,2023-07-09T16:23:08Z,32.0,68,0,0,4,False,116,29,".php, .md, .xml",0,0,0,145,0,False,4684,0,2,2,0,4,"[14891917333, 14891917423, 14891917492, 14891917545, 14891917599, 14891917655, 14891917707, 14891917756, 14891917843]",9,2023-05-24T22:21:41Z,2,7,0,,323.0145175064048,,['phpunit'],0,0,0,0
phpcfdi/credentials,5568663959,main,f1d8fa6f39ce9d8c7a1e1c286c02c471ff7c46b9,PHP,completed,success,2023-07-16T16:22:39Z,2023-07-16T16:23:10Z,31.0,68,0,0,4,False,116,29,".php, .md, .xml",0,0,0,145,0,False,4684,0,2,2,0,4,"[15079491273, 15079491330, 15079491375, 15079491434, 15079491519, 15079491577, 15079491617, 15079491653, 15079491697]",9,2023-05-24T22:21:41Z,2,7,0,,323.0145175064048,,['phpunit'],0,0,0,0
phpcfdi/credentials,5637458381,main,f1d8fa6f39ce9d8c7a1e1c286c02c471ff7c46b9,PHP,completed,success,2023-07-23T16:19:35Z,2023-07-23T16:20:04Z,29.0,68,0,0,4,False,116,29,".php, .md, .xml",0,0,0,145,0,False,4684,0,2,2,0,4,"[15270592131, 15270592185, 15270592243, 15270592292, 15270592349, 15270592387, 15270592446, 15270592494, 15270592538]",9,2023-05-24T22:21:41Z,2,7,0,,323.0145175064048,,['phpunit'],0,0,0,0
phpcfdi/credentials,5707218780,main,f1d8fa6f39ce9d8c7a1e1c286c02c471ff7c46b9,PHP,completed,success,2023-07-30T16:19:00Z,2023-07-30T16:19:35Z,35.0,68,0,0,4,False,116,29,".php, .md, .xml",0,0,0,145,0,False,4684,0,2,2,0,4,"[15463705064, 15463705147, 15463705210, 15463705267, 15463705333, 15463705417, 15463705482, 15463705539, 15463705586]",9,2023-05-24T22:21:41Z,2,7,0,,323.0145175064048,,['phpunit'],0,0,0,0
phpcfdi/credentials,5777609797,main,f1d8fa6f39ce9d8c7a1e1c286c02c471ff7c46b9,PHP,completed,success,2023-08-06T16:20:03Z,2023-08-06T16:20:39Z,36.0,68,0,0,4,False,116,29,".php, .md, .xml",0,0,0,145,0,False,4684,0,2,2,0,4,"[15657977991, 15657978087, 15657978169, 15657978250, 15657978332, 15657978399, 15657978463, 15657978530, 15657978603]",9,2023-05-24T22:21:41Z,2,7,0,,323.0145175064048,,['phpunit'],0,0,0,0
phpcfdi/credentials,5848360304,main,f1d8fa6f39ce9d8c7a1e1c286c02c471ff7c46b9,PHP,completed,success,2023-08-13T16:18:57Z,2023-08-13T16:19:30Z,33.0,68,0,0,4,False,116,29,".php, .md, .xml",0,0,0,145,0,False,4684,0,2,2,0,4,"[15855578056, 15855578178, 15855578302, 15855578421, 15855578553, 15855578647, 15855578725, 15855578797, 15855578858]",9,2023-05-24T22:21:41Z,2,7,0,,323.0145175064048,,['phpunit'],0,0,0,0
phpcfdi/credentials,5918417400,main,f1d8fa6f39ce9d8c7a1e1c286c02c471ff7c46b9,PHP,completed,success,2023-08-20T16:18:33Z,2023-08-20T16:19:05Z,32.0,68,0,0,4,False,116,29,".php, .md, .xml",0,0,0,145,0,False,4684,0,2,2,0,4,"[16047727144, 16047727220, 16047727286, 16047727358, 16047727433, 16047727485, 16047727553, 16047727622, 16047727693]",9,2023-05-24T22:21:41Z,2,7,0,,323.0145175064048,,['phpunit'],0,0,0,0
phpcfdi/credentials,5991987802,main,f1d8fa6f39ce9d8c7a1e1c286c02c471ff7c46b9,PHP,completed,success,2023-08-27T16:19:01Z,2023-08-27T16:19:36Z,35.0,68,0,0,4,False,116,29,".php, .md, .xml",0,0,0,145,0,False,4684,0,2,2,0,4,"[16250931023, 16250931088, 16250931143, 16250931225, 16250931293, 16250931358, 16250931429, 16250931495, 16250931574]",9,2023-05-24T22:21:41Z,2,7,0,,323.0145175064048,,['phpunit'],0,0,0,0
phpcfdi/credentials,6065551855,main,f1d8fa6f39ce9d8c7a1e1c286c02c471ff7c46b9,PHP,completed,success,2023-09-03T16:18:34Z,2023-09-03T16:19:02Z,28.0,68,0,0,4,False,116,29,".php, .md, .xml",0,0,0,145,0,False,4684,0,2,2,0,4,"[16455179804, 16455179890, 16455179964, 16455180023, 16455180097, 16455180149, 16455180205, 16455180258, 16455180326]",9,2023-05-24T22:21:41Z,2,7,0,,323.0145175064048,,['phpunit'],0,0,0,0
phpcfdi/credentials,6138231991,main,f1d8fa6f39ce9d8c7a1e1c286c02c471ff7c46b9,PHP,completed,success,2023-09-10T16:19:30Z,2023-09-10T16:19:58Z,28.0,68,0,0,4,False,116,29,".php, .md, .xml",0,0,0,145,0,False,4684,0,2,2,0,4,"[16654911098, 16654911159, 16654911215, 16654911268, 16654911320, 16654911365, 16654911400, 16654911434, 16654911475]",9,2023-05-24T22:21:41Z,2,7,0,,323.0145175064048,,['phpunit'],0,0,0,0
phpcfdi/credentials,6214612843,main,f1d8fa6f39ce9d8c7a1e1c286c02c471ff7c46b9,PHP,completed,success,2023-09-17T16:18:44Z,2023-09-17T16:20:58Z,134.0,68,0,0,4,False,116,29,".php, .md, .xml",0,0,0,145,0,False,4684,0,2,2,0,4,"[16866721100, 16866721224, 16866721313, 16866721399, 16866721511, 16866721602, 16866721703, 16866721794, 16866721890]",9,2023-05-24T22:21:41Z,2,7,0,,323.0145175064048,,['phpunit'],0,0,0,0
phpcfdi/credentials,6291124148,main,f1d8fa6f39ce9d8c7a1e1c286c02c471ff7c46b9,PHP,completed,success,2023-09-24T16:18:48Z,2023-09-24T16:21:04Z,136.0,68,0,0,4,False,116,29,".php, .md, .xml",0,0,0,145,0,False,4684,0,2,2,0,4,"[17079198169, 17079198242, 17079198317, 17079198406, 17079198484, 17079198548, 17079198618, 17079198691, 17079198759]",9,2023-05-24T22:21:41Z,2,7,0,,323.0145175064048,,['phpunit'],0,0,0,0
phpcfdi/credentials,6371877900,main,f1d8fa6f39ce9d8c7a1e1c286c02c471ff7c46b9,PHP,completed,success,2023-10-01T16:19:22Z,2023-10-01T16:21:40Z,138.0,68,0,0,4,False,116,29,".php, .md, .xml",0,0,0,145,0,False,4684,0,2,2,0,4,"[17294204842, 17294204949, 17294205083, 17294205196, 17294205308, 17294205424, 17294205543, 17294205651, 17294205792]",9,2023-05-24T22:21:41Z,2,7,0,,323.0145175064048,,['phpunit'],0,0,0,0
phpcfdi/credentials,6448701713,main,f1d8fa6f39ce9d8c7a1e1c286c02c471ff7c46b9,PHP,completed,success,2023-10-08T16:19:21Z,2023-10-08T16:21:38Z,137.0,68,0,0,4,False,116,29,".php, .md, .xml",0,0,0,145,0,False,4684,0,2,2,0,4,"[17506259606, 17506259669, 17506259780, 17506259919, 17506260020, 17506260131, 17506260239, 17506260315, 17506260374]",9,2023-05-24T22:21:41Z,2,7,0,,323.0145175064048,,['phpunit'],0,0,0,0
phpcfdi/credentials,6525172499,main,f1d8fa6f39ce9d8c7a1e1c286c02c471ff7c46b9,PHP,completed,success,2023-10-15T16:19:05Z,2023-10-15T16:21:17Z,132.0,68,0,0,4,False,116,29,".php, .md, .xml",0,0,0,145,0,False,4684,0,2,2,0,4,"[17717586028, 17717586092, 17717586169, 17717586237, 17717586305, 17717586377, 17717586443, 17717586497, 17717586553]",9,2023-05-24T22:21:41Z,2,7,0,,323.0145175064048,,['phpunit'],0,0,0,0
phpcfdi/credentials,6604906599,main,f1d8fa6f39ce9d8c7a1e1c286c02c471ff7c46b9,PHP,completed,success,2023-10-22T16:19:46Z,2023-10-22T16:22:01Z,135.0,68,0,0,4,False,116,29,".php, .md, .xml",0,0,0,145,0,False,4684,0,2,2,0,4,"[17939541791, 17939541888, 17939541965, 17939542088, 17939542195, 17939542298, 17939542418, 17939542521, 17939542610]",9,2023-05-24T22:21:41Z,2,7,0,,323.0145175064048,,['phpunit'],0,0,0,0
phpcfdi/credentials,6684485409,main,f1d8fa6f39ce9d8c7a1e1c286c02c471ff7c46b9,PHP,completed,success,2023-10-29T16:20:06Z,2023-10-29T16:22:19Z,133.0,68,0,0,4,False,116,29,".php, .md, .xml",0,0,0,145,0,False,4684,0,2,2,0,4,"[18161798329, 18161798478, 18161798623, 18161798735, 18161798826, 18161798919, 18161799029, 18161799106, 18161799186]",9,2023-05-24T22:21:41Z,2,7,0,,323.0145175064048,,['phpunit'],0,0,0,0
phpcfdi/credentials,6762434697,main,f1d8fa6f39ce9d8c7a1e1c286c02c471ff7c46b9,PHP,completed,success,2023-11-05T16:19:41Z,2023-11-05T16:20:13Z,32.0,68,0,0,4,False,116,29,".php, .md, .xml",0,0,0,145,0,False,4684,0,2,2,0,4,"[18378399819, 18378399883, 18378399965, 18378400044, 18378400105, 18378400169, 18378400257, 18378400329, 18378400396]",9,2023-05-24T22:21:41Z,2,7,0,,323.0145175064048,,['phpunit'],0,0,0,0
phpcfdi/credentials,6841807276,main,f1d8fa6f39ce9d8c7a1e1c286c02c471ff7c46b9,PHP,completed,success,2023-11-12T16:19:28Z,2023-11-12T16:20:04Z,36.0,68,0,0,4,False,116,29,".php, .md, .xml",0,0,0,145,0,False,4684,0,2,2,0,4,"[18602593961, 18602594048, 18602594143, 18602594219, 18602594315, 18602594395, 18602594469, 18602594547, 18602594650]",9,2023-05-24T22:21:41Z,2,7,0,,323.0145175064048,,['phpunit'],0,0,0,0
phpcfdi/credentials,6921620989,main,f1d8fa6f39ce9d8c7a1e1c286c02c471ff7c46b9,PHP,completed,success,2023-11-19T16:20:22Z,2023-11-19T16:20:47Z,25.0,68,0,0,4,False,116,29,".php, .md, .xml",0,0,0,145,0,False,4684,0,2,2,0,4,"[18827433838, 18827433939, 18827434024, 18827434107, 18827434202, 18827434307, 18827434409, 18827434478, 18827434564]",9,2023-05-24T22:21:41Z,2,7,0,,323.0145175064048,,['phpunit'],0,0,0,0
phpcfdi/credentials,6996693848,main,f1d8fa6f39ce9d8c7a1e1c286c02c471ff7c46b9,PHP,completed,success,2023-11-26T16:19:47Z,2023-11-26T16:20:16Z,29.0,68,0,0,4,False,116,29,".php, .md, .xml",0,0,0,145,0,False,4684,0,2,2,0,4,"[19032861670, 19032861787, 19032861892, 19032861981, 19032862077, 19032862173, 19032862263, 19032862329, 19032862424]",9,2023-05-24T22:21:41Z,2,7,0,,323.0145175064048,,['phpunit'],0,0,0,0
